Year,State,County ANSI,Value,Type
2017,s19,c135,169.9,C
2017,s39,c175,169.9,C
2017,s46,c135,169.9,C
2015,s42,c077,169.9,C
2015,s47,c177,169.9,C
2014,s19,c169,169.9,C
2014,s19,c181,169.9,C
2014,s19,c003,169.9,C
2014,s42,c095,169.9,C
2014,s55,c133,169.9,C
2013,s17,c153,169.9,C
2013,s19,c081,169.9,C
2013,s21,c221,169.9,C
2011,s19,c085,169.9,C
2011,s31,c169,169.9,C
2010,s17,c083,169.9,C
2010,s18,c111,169.9,C
2019,s22,c029,169.8,C
2019,s55,c133,169.8,C
2018,s17,c059,169.8,C
2017,s18,c001,169.8,C
2017,s31,c051,169.8,C
2016,s05,c107,169.8,C
2016,s22,c009,169.8,C
2016,s39,c097,169.8,C
2015,s17,c119,169.8,C
2015,s17,c135,169.8,C
2015,s31,c127,169.8,C
2014,s29,c157,169.8,C
2013,s45,c073,169.8,C
2013,s47,c111,169.8,C
2010,s05,c117,169.8,C
2010,s18,c049,169.8,C
2010,s55,c045,169.8,C
2019,s39,c167,169.7,C
2017,s55,c111,169.7,C
2016,s18,c083,169.7,C
2015,s17,c133,169.7,C
2015,s18,c139,169.7,C
2014,s31,c061,169.7,C
2014,s31,c067,169.7,C
2014,s55,c047,169.7,C
2013,s19,c031,169.7,C
2013,s21,c039,169.7,C
2013,s27,c073,169.7,C
2013,s39,c029,169.7,C
2011,s13,c165,169.7,C
2019,s05,c095,169.6,C
2017,s18,c053,169.6,C
2017,s18,c135,169.6,C
2016,s26,c067,169.6,C
2016,s31,c129,169.6,C
2015,s19,c121,169.6,C
2015,s19,c003,169.6,C
2015,s47,c131,169.6,C
2014,s31,c089,169.6,C
2013,s46,c135,169.6,C
2012,s19,c143,169.6,C
2012,s48,c341,169.6,C
2011,s19,c063,169.6,C
2010,s05,c031,169.6,C
2010,s19,c079,169.6,C
2019,s39,c137,169.5,C
2018,s19,c029,169.5,C
2018,s55,c011,169.5,C
2016,s22,c029,169.5,C
2016,s26,c115,169.5,C
2016,s55,c011,169.5,C
2014,s22,c029,169.5,C
2013,s39,c119,169.5,C
2013,s42,c029,169.5,C
2011,s17,c095,169.5,C
2011,s27,c147,169.5,C
2010,s17,c113,169.5,C
2010,s17,c019,169.5,C
2010,s46,c101,169.5,C
2017,s47,c123,169.4,C
2017,s55,c049,169.4,C
2015,s18,c045,169.4,C
2015,s55,c131,169.4,C
2014,s19,c197,169.4,C
2014,s27,c055,169.4,C
2014,s46,c009,169.4,C
2013,s22,c107,169.4,C
2013,s31,c177,169.4,C
2013,s31,c113,169.4,C
2013,s55,c065,169.4,C
2012,s05,c119,169.4,C
2011,s17,c129,169.4,C
2011,s19,c077,169.4,C
2011,s39,c137,169.4,C
2010,s18,c067,169.4,C
2019,s42,c041,169.3,C
2018,s27,c101,169.3,C
2017,s47,c053,169.3,C
2017,s47,c079,169.3,C
2017,s55,c117,169.3,C
2016,s27,c009,169.3,C
2016,s29,c005,169.3,C
2016,s55,c095,169.3,C
2016,s55,c033,169.3,C
2015,s18,c007,169.3,C
2015,s26,c145,169.3,C
2015,s46,c067,169.3,C
2014,s19,c019,169.3,C
2014,s19,c001,169.3,C
2013,s31,c159,169.3,C
2013,s31,c029,169.3,C
2011,s19,c033,169.3,C
2011,s19,c059,169.3,C
2011,s26,c017,169.3,C
2019,s18,c081,169.2,C
2017,s29,c207,169.2,C
2017,s46,c125,169.2,C
2014,s17,c077,169.2,C
2010,s31,c121,169.2,C
2018,s13,c099,169.1,C
2018,s18,c131,169.1,C
2016,s21,c075,169.1,C
2016,s39,c171,169.1,C
2015,s13,c229,169.1,C
2014,s18,c075,169.1,C
2014,s19,c155,169.1,C
2014,s40,c023,169.1,C
2014,s42,c013,169.1,C
2013,s18,c125,169.1,C
2011,s19,c113,169.1,C
2019,s17,c125,169,C
2019,s21,c149,169,C
2019,s55,c021,169,C
2018,s21,c087,169,C
2018,s22,c067,169,C
2018,s26,c151,169,C
2018,s47,c111,169,C
2017,s31,c131,169,C
2017,s51,c165,169,C
2016,s18,c099,169,C
2016,s29,c183,169,C
2015,s19,c133,169,C
2014,s01,c089,169,C
2014,s28,c139,169,C
2014,s31,c175,169,C
2013,s17,c169,169,C
2013,s31,c163,169,C
2013,s36,c123,169,C
2013,s47,c047,169,C
2011,s39,c065,169,C
2010,s05,c035,169,C
2010,s05,c003,169,C
2019,s19,c175,168.9,C
2018,s46,c015,168.9,C
2016,s26,c111,168.9,C
2014,s26,c111,168.9,C
2011,s17,c143,168.9,C
2010,s19,c105,168.9,C
2018,s36,c101,168.8,C
2017,s18,c109,168.8,C
2017,s39,c075,168.8,C
2017,s47,c167,168.8,C
2016,s05,c055,168.8,C
2016,s24,c013,168.8,C
2016,s31,c083,168.8,C
2014,s18,c113,168.8,C
2014,s21,c017,168.8,C
2013,s19,c197,168.8,C
2013,s19,c019,168.8,C
2013,s19,c147,168.8,C
2013,s22,c029,168.8,C
2013,s27,c067,168.8,C
2013,s27,c105,168.8,C
2011,s13,c261,168.8,C
2010,s36,c099,168.8,C
2019,s29,c007,168.7,C
2019,s55,c131,168.7,C
2018,s27,c105,168.7,C
2017,s24,c039,168.7,C
2017,s42,c027,168.7,C
2015,s21,c149,168.7,C
2014,s40,c139,168.7,C
2013,s26,c059,168.7,C
2013,s37,c095,168.7,C
2013,s46,c125,168.7,C
2012,s27,c093,168.7,C
2010,s19,c133,168.7,C
2019,s17,c053,168.6,C
2019,s29,c019,168.6,C
2018,s17,c047,168.6,C
2018,s31,c181,168.6,C
2016,s26,c099,168.6,C
2016,s47,c165,168.6,C
2014,s34,c019,168.6,C
2013,s19,c123,168.6,C
2013,s24,c005,168.6,C
2011,s31,c103,168.6,C
2011,s31,c149,168.6,C
2010,s17,c093,168.6,C
2010,s27,c083,168.6,C
2010,s31,c023,168.6,C
2010,s31,c119,168.6,C
2010,s39,c033,168.6,C
2017,s28,c071,168.5,C
2015,s21,c187,168.5,C
2014,s21,c217,168.5,C
2014,s27,c147,168.5,C
2014,s27,c037,168.5,C
2014,s34,c011,168.5,C
2014,s47,c119,168.5,C
2013,s27,c131,168.5,C
2011,s18,c181,168.5,C
2010,s17,c115,168.5,C
2010,s31,c083,168.5,C
2010,s39,c047,168.5,C
2019,s18,c027,168.4,C
2018,s05,c077,168.4,C
2017,s31,c111,168.4,C
2016,s55,c117,168.4,C
2015,s21,c223,168.4,C
2015,s27,c167,168.4,C
2014,s27,c091,168.4,C
2014,s36,c069,168.4,C
2014,s37,c089,168.4,C
2014,s39,c147,168.4,C
2013,s22,c069,168.4,C
2013,s55,c105,168.4,C
2010,s18,c095,168.4,C
2010,s19,c187,168.4,C
2019,s18,c033,168.3,C
2018,s01,c049,168.3,C
2017,s18,c029,168.3,C
2016,s22,c107,168.3,C
2014,s19,c033,168.3,C
2014,s21,c097,168.3,C
2014,s36,c123,168.3,C
2013,s31,c041,168.3,C
2011,s31,c167,168.3,C
2010,s39,c045,168.3,C
2019,s38,c081,168.2,C
2018,s36,c037,168.2,C
2018,s55,c047,168.2,C
2015,s19,c101,168.2,C
2014,s27,c015,168.2,C
2013,s17,c171,168.2,C
2013,s31,c107,168.2,C
2012,s05,c077,168.2,C
2012,s54,c031,168.2,C
2011,s31,c071,168.2,C
2011,s37,c039,168.2,C
2010,s13,c279,168.2,C
2010,s18,c127,168.2,C
2019,s17,c001,168.1,C
2018,s37,c029,168.1,C
2018,s55,c097,168.1,C
2017,s31,c113,168.1,C
2017,s37,c187,168.1,C
2017,s47,c069,168.1,C
2017,s55,c059,168.1,C
2016,s29,c143,168.1,C
2016,s31,c111,168.1,C
2016,s55,c023,168.1,C
2014,s13,c165,168.1,C
2014,s51,c061,168.1,C
2013,s17,c019,168.1,C
2013,s21,c103,168.1,C
2013,s22,c123,168.1,C
2013,s31,c153,168.1,C
2010,s20,c069,168.1,C
2019,s47,c003,168,C
2019,s47,c051,168,C
2018,s21,c105,168,C
2018,s47,c119,168,C
2017,s37,c095,168,C
2015,s17,c183,168,C
2015,s21,c215,168,C
2014,s13,c115,168,C
2013,s18,c061,168,C
2013,s21,c097,168,C
2011,s26,c027,168,C
2010,s19,c069,168,C
2010,s28,c151,168,C
2017,s39,c117,167.9,C
2017,s55,c023,167.9,C
2016,s26,c017,167.9,C
2016,s39,c069,167.9,C
2015,s21,c027,167.9,C
2015,s46,c109,167.9,C
2014,s18,c091,167.9,C
2014,s31,c101,167.9,C
2014,s39,c139,167.9,C
2014,s42,c119,167.9,C
2012,s13,c109,167.9,C
2019,s42,c077,167.8,C
2018,s19,c121,167.8,C
2017,s18,c077,167.8,C
2017,s19,c159,167.8,C
2017,s26,c111,167.8,C
2017,s55,c011,167.8,C
2016,s22,c123,167.8,C
2015,s18,c097,167.8,C
2015,s18,c143,167.8,C
2015,s21,c183,167.8,C
2014,s29,c167,167.8,C
2014,s39,c065,167.8,C
2014,s46,c067,167.8,C
2013,s19,c163,167.8,C
2013,s46,c127,167.8,C
2013,s47,c123,167.8,C
2013,s51,c061,167.8,C
2011,s31,c143,167.8,C
2019,s18,c163,167.7,C
2019,s39,c047,167.7,C
2018,s17,c159,167.7,C
2018,s26,c115,167.7,C
2017,s37,c137,167.7,C
2017,s39,c049,167.7,C
2017,s46,c077,167.7,C
2015,s22,c029,167.7,C
2015,s24,c011,167.7,C
2014,s19,c023,167.7,C
2014,s27,c063,167.7,C
2014,s47,c121,167.7,C
2013,s18,c033,167.7,C
2013,s19,c109,167.7,C
2013,s21,c141,167.7,C
2013,s21,c187,167.7,C
2013,s42,c051,167.7,C
2012,s31,c169,167.7,C
2011,s18,c015,167.7,C
2017,s18,c003,167.6,C
2017,s26,c147,167.6,C
2017,s29,c151,167.6,C
2016,s22,c097,167.6,C
2015,s20,c157,167.6,C
2015,s21,c185,167.6,C
2015,s31,c095,167.6,C
2015,s39,c147,167.6,C
2015,s42,c013,167.6,C
2015,s51,c165,167.6,C
2012,s22,c123,167.6,C
2011,s31,c073,167.6,C
2019,s18,c177,167.5,C
2019,s21,c067,167.5,C
2018,s47,c149,167.5,C
2016,s27,c153,167.5,C
2016,s29,c117,167.5,C
2015,s17,c059,167.5,C
2013,s31,c071,167.5,C
2013,s39,c139,167.5,C
2013,s39,c017,167.5,C
2012,s28,c053,167.5,C
2010,s19,c019,167.5,C
2019,s17,c189,167.4,C
2019,s22,c097,167.4,C
2019,s39,c147,167.4,C
2019,s39,c165,167.4,C
2017,s22,c017,167.4,C
2014,s18,c089,167.4,C
2013,s17,c061,167.4,C
2013,s24,c019,167.4,C
2013,s55,c061,167.4,C
2011,s31,c021,167.4,C
2017,s27,c097,167.3,C
2017,s39,c171,167.3,C
2016,s18,c075,167.3,C
2015,s27,c009,167.3,C
2014,s27,c047,167.3,C
2014,s27,c073,167.3,C
2014,s29,c085,167.3,C
2014,s29,c057,167.3,C
2010,s19,c073,167.3,C
2010,s26,c027,167.3,C
2010,s31,c057,167.3,C
2019,s18,c165,167.2,C
2019,s36,c117,167.2,C
2019,s39,c113,167.2,C
2018,s26,c057,167.2,C
2018,s36,c121,167.2,C
2018,s46,c111,167.2,C
2017,s18,c069,167.2,C
2017,s31,c151,167.2,C
2016,s18,c177,167.2,C
2016,s18,c103,167.2,C
2015,s28,c143,167.2,C
2015,s39,c143,167.2,C
2014,s26,c023,167.2,C
2013,s19,c041,167.2,C
2011,s39,c175,167.2,C
2017,s21,c061,167.1,C
2017,s29,c013,167.1,C
2017,s39,c071,167.1,C
2017,s47,c137,167.1,C
2015,s42,c011,167.1,C
2014,s55,c063,167.1,C
2012,s22,c029,167.1,C
2012,s27,c171,167.1,C
2012,s27,c099,167.1,C
2012,s55,c093,167.1,C
2011,s39,c027,167.1,C
2010,s18,c085,167.1,C
2010,s18,c091,167.1,C
2018,s19,c135,167,C
2018,s21,c069,167,C
2018,s27,c063,167,C
2018,s42,c029,167,C
2018,s42,c071,167,C
2018,s47,c095,167,C
2017,s21,c067,167,C
2017,s29,c139,167,C
2016,s29,c147,167,C
2014,s24,c047,167,C
2013,s05,c147,167,C
2013,s47,c119,167,C
2010,s17,c029,167,C
2010,s18,c181,167,C
2010,s28,c125,167,C
2017,s18,c143,166.9,C
2013,s46,c027,166.9,C
2013,s51,c057,166.9,C
2011,s17,c109,166.9,C
2011,s31,c175,166.9,C
2010,s18,c069,166.9,C
2019,s19,c007,166.8,C
2018,s21,c023,166.8,C
2018,s46,c067,166.8,C
2016,s29,c015,166.8,C
2013,s42,c075,166.8,C
2013,s55,c039,166.8,C
2012,s22,c079,166.8,C
2011,s31,c177,166.8,C
2018,s05,c107,166.7,C
2018,s27,c127,166.7,C
2018,s39,c031,166.7,C
2017,s17,c077,166.7,C
2017,s18,c071,166.7,C
2017,s26,c045,166.7,C
2017,s55,c087,166.7,C
2016,s27,c003,166.7,C
2013,s13,c015,166.7,C
2013,s31,c073,166.7,C
2013,s51,c049,166.7,C
2012,s13,c251,166.7,C
2011,s18,c107,166.7,C
2011,s39,c097,166.7,C
2010,s17,c011,166.7,C
2010,s55,c063,166.7,C
2017,s20,c069,166.6,C
2017,s36,c057,166.6,C
2017,s47,c183,166.6,C
2017,s55,c115,166.6,C
2014,s20,c055,166.6,C
2014,s24,c021,166.6,C
2012,s19,c063,166.6,C
2012,s27,c145,166.6,C
2010,s17,c105,166.6,C
2010,s36,c013,166.6,C
2018,s22,c025,166.5,C
2017,s37,c177,166.5,C
2017,s55,c053,166.5,C
2017,s55,c063,166.5,C
2016,s27,c141,166.5,C
2016,s29,c159,166.5,C
2015,s21,c081,166.5,C
2015,s22,c097,166.5,C
2015,s31,c129,166.5,C
2015,s51,c193,166.5,C
2013,s21,c163,166.5,C
2013,s27,c127,166.5,C
2012,s26,c099,166.5,C
2010,s19,c065,166.5,C
2010,s39,c037,166.5,C
2019,s17,c059,166.4,C
2017,s21,c163,166.4,C
2017,s47,c015,166.4,C
2016,s29,c103,166.4,C
2015,s18,c163,166.4,C
2014,s19,c159,166.4,C
2014,s20,c087,166.4,C
2013,s19,c063,166.4,C
2012,s27,c041,166.4,C
2011,s27,c101,166.4,C
2011,s31,c179,166.4,C
2010,s39,c003,166.4,C
2019,s39,c097,166.3,C
2018,s36,c053,166.3,C
2015,s24,c021,166.3,C
2014,s01,c005,166.3,C
2014,s19,c083,166.3,C
2014,s19,c041,166.3,C
2014,s29,c125,166.3,C
2014,s39,c059,166.3,C
2011,s18,c111,166.3,C
2011,s19,c127,166.3,C
2010,s17,c183,166.3,C
2010,s17,c119,166.3,C
2019,s17,c051,166.2,C
2019,s28,c139,166.2,C
2018,s39,c169,166.2,C
2018,s51,c131,166.2,C
2018,s55,c023,166.2,C
2016,s39,c041,166.2,C
2015,s47,c103,166.2,C
2014,s39,c131,166.2,C
2014,s46,c099,166.2,C
2014,s55,c021,166.2,C
2012,s13,c019,166.2,C
2012,s27,c167,166.2,C
2019,s31,c127,166.1,C
2017,s21,c217,166.1,C
2016,s31,c121,166.1,C
2013,s19,c013,166.1,C
2012,s27,c139,166.1,C
2019,s51,c113,166,C
2018,s17,c101,166,C
2018,s21,c103,166,C
2017,s17,c199,166,C
2017,s38,c097,166,C
2016,s18,c109,166,C
2015,s46,c115,166,C
2014,s24,c013,166,C
2014,s55,c027,166,C
2013,s51,c119,166,C
2010,s05,c093,166,C
2010,s05,c069,166,C
2018,s47,c033,165.9,C
2018,s51,c047,165.9,C
2018,s55,c131,165.9,C
2017,s05,c073,165.9,C
2017,s27,c027,165.9,C
2015,s39,c171,165.9,C
2014,s18,c029,165.9,C
2013,s19,c095,165.9,C
2013,s24,c025,165.9,C
2013,s31,c175,165.9,C
2013,s39,c083,165.9,C
2012,s31,c035,165.9,C
2010,s17,c175,165.9,C
2010,s18,c007,165.9,C
2010,s39,c129,165.9,C
2017,s31,c107,165.8,C
2017,s39,c029,165.8,C
2016,s18,c135,165.8,C
2016,s39,c049,165.8,C
2016,s51,c061,165.8,C
2016,s54,c037,165.8,C
2015,s18,c037,165.8,C
2015,s19,c145,165.8,C
2015,s55,c133,165.8,C
2014,s19,c069,165.8,C
2014,s27,c127,165.8,C
2014,s39,c031,165.8,C
2012,s37,c089,165.8,C
2019,s05,c003,165.7,C
2019,s27,c027,165.7,C
2017,s55,c135,165.7,C
2016,s26,c091,165.7,C
2015,s05,c123,165.7,C
2014,s46,c057,165.7,C
2012,s18,c127,165.7,C
2012,s28,c011,165.7,C
2011,s17,c167,165.7,C
2010,s31,c169,165.7,C
2017,s21,c209,165.6,C
2017,s29,c103,165.6,C
2016,s27,c005,165.6,C
2016,s27,c087,165.6,C
2016,s36,c091,165.6,C
2016,s39,c023,165.6,C
2014,s47,c005,165.6,C
2014,s47,c033,165.6,C
2013,s13,c165,165.6,C
2013,s21,c067,165.6,C
2011,s39,c063,165.6,C
2010,s36,c051,165.6,C
2019,s27,c093,165.5,C
2019,s47,c159,165.5,C
2017,s19,c101,165.5,C
2017,s31,c109,165.5,C
2016,s21,c163,165.5,C
2016,s28,c055,165.5,C
2015,s18,c021,165.5,C
2015,s26,c049,165.5,C
2014,s37,c187,165.5,C
2013,s36,c099,165.5,C
2012,s13,c071,165.5,C
2011,s18,c159,165.5,C
2011,s18,c007,165.5,C
2011,s39,c159,165.5,C
2019,s39,c083,165.4,C
2018,s17,c157,165.4,C
2018,s17,c199,165.4,C
2017,s17,c163,165.4,C
2017,s18,c095,165.4,C
2017,s36,c037,165.4,C
2017,s42,c095,165.4,C
2016,s10,c005,165.4,C
2016,s27,c065,165.4,C
2016,s55,c137,165.4,C
2015,s21,c229,165.4,C
2015,s34,c011,165.4,C
2015,s39,c009,165.4,C
2014,s54,c037,165.4,C
2013,s19,c057,165.4,C
2011,s39,c011,165.4,C
2010,s39,c163,165.4,C
2010,s55,c091,165.4,C
2018,s01,c077,165.3,C
2017,s24,c047,165.3,C
2016,s17,c079,165.3,C
2015,s21,c137,165.3,C
2015,s55,c111,165.3,C
2013,s39,c147,165.3,C
2012,s19,c151,165.3,C
2012,s31,c041,165.3,C
2011,s17,c093,165.3,C
2011,s31,c041,165.3,C
2019,s26,c157,165.2,C
2019,s36,c083,165.2,C
2015,s46,c077,165.2,C
2014,s17,c081,165.2,C
2014,s19,c013,165.2,C
2014,s39,c091,165.2,C
2013,s39,c117,165.2,C
2013,s51,c109,165.2,C
2010,s18,c131,165.2,C
2010,s20,c189,165.2,C
2010,s27,c155,165.2,C
2019,s05,c035,165.1,C
2019,s28,c009,165.1,C
2018,s36,c063,165.1,C
2017,s17,c101,165.1,C
2017,s47,c077,165.1,C
2015,s47,c119,165.1,C
2014,s46,c083,165.1,C
2013,s51,c033,165.1,C
2011,s26,c067,165.1,C
2019,s21,c015,165,C
2019,s21,c191,165,C
2019,s26,c067,165,C
2019,s55,c071,165,C
2018,s26,c091,165,C
2018,s39,c049,165,C
2018,s39,c123,165,C
2017,s21,c171,165,C
2017,s37,c013,165,C
2017,s39,c003,165,C
2016,s18,c145,165,C
2016,s18,c035,165,C
2016,s21,c049,165,C
2016,s29,c047,165,C
2016,s47,c111,165,C
2015,s20,c061,165,C
2015,s47,c085,165,C
2014,s19,c063,165,C
2013,s10,c005,165,C
2013,s21,c055,165,C
2013,s26,c015,165,C
2013,s27,c117,165,C
2013,s29,c005,165,C
2013,s47,c137,165,C
2011,s19,c123,165,C
2010,s05,c079,165,C
2010,s39,c061,165,C
2019,s18,c075,164.9,C
2018,s38,c003,164.9,C
2018,s55,c103,164.9,C
2017,s21,c023,164.9,C
2015,s17,c199,164.9,C
2013,s31,c095,164.9,C
2012,s17,c187,164.9,C
2011,s31,c027,164.9,C
2010,s18,c121,164.9,C
2010,s26,c159,164.9,C
2010,s27,c145,164.9,C
2019,s18,c153,164.8,C
2018,s39,c083,164.8,C
2017,s26,c105,164.8,C
2017,s29,c175,164.8,C
2016,s18,c085,164.8,C
2016,s26,c145,164.8,C
2016,s39,c089,164.8,C
2015,s55,c015,164.8,C
2014,s55,c039,164.8,C
2013,s46,c099,164.8,C
2012,s13,c229,164.8,C
2012,s27,c163,164.8,C
2010,s19,c155,164.8,C
2019,s13,c071,164.7,C
2019,s29,c127,164.7,C
2019,s38,c077,164.7,C
2018,s55,c123,164.7,C
2017,s21,c009,164.7,C
2016,s26,c037,164.7,C
2016,s47,c081,164.7,C
2015,s05,c077,164.7,C
2015,s17,c023,164.7,C
2014,s18,c033,164.7,C
2014,s29,c187,164.7,C
2010,s31,c107,164.7,C
2019,s47,c179,164.6,C
2018,s13,c251,164.6,C
2018,s26,c111,164.6,C
2017,s21,c049,164.6,C
2016,s13,c165,164.6,C
2015,s24,c005,164.6,C
2014,s19,c147,164.6,C
2014,s24,c043,164.6,C
2013,s51,c139,164.6,C
2013,s55,c055,164.6,C
2012,s05,c121,164.6,C
2012,s19,c109,164.6,C
2011,s19,c139,164.6,C
2019,s19,c087,164.5,C
2019,s47,c047,164.5,C
2019,s51,c171,164.5,C
2018,s18,c073,164.5,C
2017,s47,c111,164.5,C
2017,s55,c057,164.5,C
2016,s55,c115,164.5,C
2015,s18,c083,164.5,C
2015,s39,c097,164.5,C
2013,s13,c299,164.5,C
2013,s18,c143,164.5,C
2012,s55,c109,164.5,C
2011,s19,c149,164.5,C
2010,s17,c147,164.5,C
2019,s39,c101,164.4,C
2017,s47,c115,164.4,C
2016,s55,c005,164.4,C
2015,s05,c147,164.4,C
2014,s19,c089,164.4,C
2014,s26,c017,164.4,C
2014,s27,c043,164.4,C
2014,s27,c023,164.4,C
2013,s17,c119,164.4,C
2011,s27,c033,164.4,C
2011,s55,c093,164.4,C
2010,s17,c195,164.4,C
2010,s39,c127,164.4,C
2019,s27,c011,164.3,C
2018,s42,c073,164.3,C
2018,s46,c003,164.3,C
2017,s42,c067,164.3,C
2016,s31,c131,164.3,C
2014,s27,c149,164.3,C
2014,s28,c097,164.3,C
2013,s17,c055,164.3,C
2013,s17,c149,164.3,C
2013,s46,c083,164.3,C
2011,s17,c017,164.3,C
2010,s18,c099,164.3,C
2010,s19,c193,164.3,C
2019,s46,c013,164.2,C
2018,s18,c141,164.2,C
2017,s31,c147,164.2,C
2017,s42,c099,164.2,C
2015,s24,c031,164.2,C
2015,s24,c029,164.2,C
2015,s39,c101,164.2,C
2013,s19,c193,164.2,C
2013,s27,c079,164.2,C
2019,s24,c029,164.1,C
2017,s36,c121,164.1,C
2016,s18,c153,164.1,C
2015,s17,c063,164.1,C
2015,s17,c151,164.1,C
2015,s18,c119,164.1,C
2015,s47,c031,164.1,C
2014,s18,c155,164.1,C
2014,s28,c021,164.1,C
2014,s39,c169,164.1,C
2014,s46,c101,164.1,C
2013,s18,c113,164.1,C
2013,s19,c131,164.1,C
2013,s26,c023,164.1,C
2012,s27,c127,164.1,C
2011,s17,c019,164.1,C
2011,s39,c143,164.1,C
2010,s39,c101,164.1,C
2019,s10,c005,164,C
2019,s17,c063,164,C
2019,s24,c035,164,C
2019,s37,c139,164,C
2019,s39,c009,164,C
2018,s21,c163,164,C
2018,s28,c119,164,C
2018,s55,c095,164,C
2017,s26,c145,164,C
2017,s55,c139,164,C
2016,s29,c137,164,C
2015,s18,c167,164,C
2014,s19,c053,164,C
2014,s47,c069,164,C
2014,s51,c131,164,C
2013,s13,c251,164,C
2013,s17,c053,164,C
2013,s24,c035,164,C
2013,s27,c039,164,C
2012,s27,c053,164,C
2011,s13,c321,164,C
2010,s28,c083,164,C
2019,s36,c027,163.9,C
2016,s19,c039,163.9,C
2013,s39,c099,163.9,C
2012,s42,c029,163.9,C
2011,s18,c067,163.9,C
2011,s39,c023,163.9,C
2010,s17,c161,163.9,C
2010,s19,c169,163.9,C
2010,s20,c057,163.9,C
2019,s46,c083,163.8,C
2019,s55,c035,163.8,C
2018,s31,c131,163.8,C
2018,s36,c009,163.8,C
2018,s47,c183,163.8,C
2017,s36,c027,163.8,C
2015,s21,c155,163.8,C
2014,s31,c083,163.8,C
2014,s39,c159,163.8,C
2013,s19,c151,163.8,C
2013,s51,c101,163.8,C
2010,s17,c155,163.8,C
2010,s18,c083,163.8,C
2019,s36,c055,163.7,C
2018,s26,c021,163.7,C
2016,s47,c031,163.7,C
2015,s17,c035,163.7,C
2015,s18,c147,163.7,C
2013,s19,c011,163.7,C
2013,s31,c151,163.7,C
2011,s31,c155,163.7,C
2011,s55,c045,163.7,C
2010,s31,c077,163.7,C
2019,s10,c003,163.6,C
2019,s18,c037,163.6,C
2019,s26,c059,163.6,C
2018,s17,c065,163.6,C
2018,s19,c181,163.6,C
2017,s05,c093,163.6,C
2017,s39,c091,163.6,C
2016,s20,c013,163.6,C
2016,s29,c111,163.6,C
2016,s39,c039,163.6,C
2016,s47,c103,163.6,C
2014,s42,c133,163.6,C
2013,s21,c191,163.6,C
2013,s22,c065,163.6,C
2012,s19,c083,163.6,C
2011,s55,c109,163.6,C
2019,s18,c145,163.5,C
2019,s26,c151,163.5,C
2019,s42,c095,163.5,C
2019,s42,c011,163.5,C
2018,s36,c083,163.5,C
2018,s47,c081,163.5,C
2017,s39,c169,163.5,C
2016,s13,c251,163.5,C
2015,s29,c195,163.5,C
2014,s01,c053,163.5,C
2014,s01,c043,163.5,C
2014,s47,c097,163.5,C
2010,s20,c097,163.5,C
2019,s36,c037,163.4,C
2018,s37,c171,163.4,C
2018,s47,c079,163.4,C
2018,s55,c137,163.4,C
2017,s01,c049,163.4,C
2017,s24,c021,163.4,C
2017,s24,c041,163.4,C
2017,s46,c097,163.4,C
2016,s05,c095,163.4,C
2016,s51,c171,163.4,C
2014,s26,c037,163.4,C
2014,s55,c055,163.4,C
2013,s27,c139,163.4,C
2013,s39,c039,163.4,C
2010,s17,c179,163.4,C
2019,s39,c155,163.3,C
2018,s39,c077,163.3,C
2016,s34,c011,163.3,C
2015,s47,c055,163.3,C
2015,s55,c091,163.3,C
2014,s47,c169,163.3,C
2013,s17,c125,163.3,C
2013,s27,c151,163.3,C
2013,s29,c186,163.3,C
2013,s36,c069,163.3,C
2013,s51,c163,163.3,C
2011,s26,c081,163.3,C
2011,s55,c127,163.3,C
2010,s17,c123,163.3,C
2010,s17,c045,163.3,C
2010,s31,c177,163.3,C
2019,s29,c167,163.2,C
2019,s39,c175,163.2,C
2019,s42,c097,163.2,C
2017,s13,c153,163.2,C
2016,s31,c109,163.2,C
2016,s39,c129,163.2,C
2016,s51,c165,163.2,C
2015,s26,c045,163.2,C
2015,s28,c135,163.2,C
2015,s47,c059,163.2,C
2014,s17,c127,163.2,C
2014,s47,c187,163.2,C
2013,s19,c127,163.2,C
2011,s19,c169,163.2,C
2011,s31,c125,163.2,C
2010,s55,c033,163.2,C
2019,s17,c169,163.1,C
2017,s42,c009,163.1,C
2017,s42,c017,163.1,C
2017,s46,c091,163.1,C
2015,s18,c113,163.1,C
2014,s19,c137,163.1,C
2013,s19,c033,163.1,C
2013,s24,c047,163.1,C
2012,s26,c111,163.1,C
2011,s26,c149,163.1,C
2011,s39,c091,163.1,C
2011,s46,c099,163.1,C
2011,s55,c059,163.1,C
2019,s21,c139,163,C
2019,s39,c139,163,C
2018,s21,c033,163,C
2018,s21,c039,163,C
2018,s22,c077,163,C
2017,s31,c097,163,C
2017,s39,c105,163,C
2016,s17,c051,163,C
2016,s27,c097,163,C
2016,s29,c167,163,C
2016,s29,c163,163,C
2016,s47,c055,163,C
2015,s18,c153,163,C
2014,s39,c029,163,C
2014,s47,c077,163,C
2013,s18,c131,163,C
2013,s26,c067,163,C
2013,s55,c027,163,C
2011,s26,c021,163,C
2019,s39,c129,162.9,C
2018,s55,c109,162.9,C
2017,s55,c017,162.9,C
2017,s55,c121,162.9,C
2016,s26,c059,162.9,C
2012,s19,c115,162.9,C
2012,s27,c011,162.9,C
2012,s28,c119,162.9,C
2011,s31,c037,162.9,C
2011,s39,c025,162.9,C
