Year,State,County ANSI,Value,Type
2019,s21,c001,177,C
2019,s47,c017,177,C
2018,s21,c167,177,C
2018,s21,c047,177,C
2018,s47,c117,177,C
2017,s31,c129,177,C
2017,s37,c139,177,C
2017,s39,c157,177,C
2017,s39,c107,177,C
2013,s18,c051,177,C
2013,s20,c057,177,C
2013,s28,c011,177,C
2012,s27,c043,177,C
2019,s19,c057,176.9,C
2019,s22,c107,176.9,C
2019,s36,c123,176.9,C
2018,s01,c079,176.9,C
2018,s39,c173,176.9,C
2016,s29,c175,176.9,C
2015,s46,c079,176.9,C
2014,s19,c091,176.9,C
2014,s29,c061,176.9,C
2014,s31,c139,176.9,C
2014,s31,c151,176.9,C
2013,s17,c183,176.9,C
2013,s24,c027,176.9,C
2013,s28,c135,176.9,C
2010,s17,c085,176.9,C
2010,s19,c081,176.9,C
2010,s19,c043,176.9,C
2019,s24,c027,176.8,C
2018,s01,c053,176.8,C
2018,s01,c103,176.8,C
2015,s39,c109,176.8,C
2014,s47,c045,176.8,C
2014,s47,c017,176.8,C
2013,s21,c009,176.8,C
2013,s31,c169,176.8,C
2012,s27,c147,176.8,C
2019,s36,c069,176.7,C
2019,s39,c107,176.7,C
2019,s55,c055,176.7,C
2019,s55,c127,176.7,C
2018,s18,c029,176.7,C
2018,s19,c081,176.7,C
2017,s01,c089,176.7,C
2017,s39,c079,176.7,C
2016,s05,c111,176.7,C
2016,s18,c049,176.7,C
2014,s17,c165,176.7,C
2014,s19,c043,176.7,C
2013,s18,c085,176.7,C
2013,s18,c001,176.7,C
2013,s31,c051,176.7,C
2011,s19,c035,176.7,C
2011,s27,c163,176.7,C
2010,s19,c171,176.7,C
2010,s27,c103,176.7,C
2019,s18,c129,176.6,C
2019,s19,c001,176.6,C
2019,s28,c055,176.6,C
2019,s39,c051,176.6,C
2017,s39,c077,176.6,C
2016,s46,c125,176.6,C
2014,s19,c109,176.6,C
2014,s31,c041,176.6,C
2013,s18,c005,176.6,C
2011,s19,c189,176.6,C
2011,s19,c009,176.6,C
2010,s31,c141,176.6,C
2019,s19,c179,176.5,C
2019,s47,c077,176.5,C
2018,s21,c061,176.5,C
2018,s47,c159,176.5,C
2017,s27,c163,176.5,C
2017,s39,c135,176.5,C
2017,s39,c165,176.5,C
2017,s42,c133,176.5,C
2015,s18,c107,176.5,C
2015,s19,c001,176.5,C
2015,s22,c123,176.5,C
2015,s46,c039,176.5,C
2014,s18,c103,176.5,C
2014,s21,c231,176.5,C
2014,s26,c045,176.5,C
2014,s31,c077,176.5,C
2018,s18,c167,176.4,C
2017,s17,c089,176.4,C
2017,s19,c107,176.4,C
2014,s26,c021,176.4,C
2013,s22,c009,176.4,C
2013,s22,c083,176.4,C
2011,s17,c161,176.4,C
2010,s18,c161,176.4,C
2019,s27,c151,176.3,C
2018,s05,c055,176.3,C
2018,s46,c125,176.3,C
2017,s39,c147,176.3,C
2017,s39,c037,176.3,C
2017,s46,c057,176.3,C
2015,s21,c067,176.3,C
2015,s26,c155,176.3,C
2015,s31,c159,176.3,C
2014,s55,c043,176.3,C
2013,s21,c233,176.3,C
2019,s39,c015,176.2,C
2018,s05,c121,176.2,C
2017,s31,c169,176.2,C
2017,s36,c063,176.2,C
2016,s28,c151,176.2,C
2015,s24,c013,176.2,C
2014,s31,c093,176.2,C
2013,s17,c009,176.2,C
2013,s27,c101,176.2,C
2011,s05,c041,176.2,C
2010,s31,c139,176.2,C
2019,s05,c017,176.1,C
2019,s18,c063,176.1,C
2019,s55,c091,176.1,C
2018,s39,c039,176.1,C
2018,s47,c165,176.1,C
2017,s26,c021,176.1,C
2017,s36,c013,176.1,C
2014,s19,c113,176.1,C
2014,s19,c175,176.1,C
2014,s19,c077,176.1,C
2014,s27,c045,176.1,C
2010,s31,c029,176.1,C
2019,s27,c141,176,C
2019,s47,c097,176,C
2019,s47,c053,176,C
2018,s19,c085,176,C
2018,s21,c215,176,C
2018,s21,c085,176,C
2018,s26,c147,176,C
2018,s39,c155,176,C
2018,s47,c137,176,C
2017,s39,c149,176,C
2017,s47,c097,176,C
2017,s55,c091,176,C
2016,s28,c053,176,C
2015,s19,c057,176,C
2015,s27,c051,176,C
2015,s51,c036,176,C
2014,s31,c149,176,C
2013,s05,c055,176,C
2013,s17,c071,176,C
2013,s27,c043,176,C
2011,s22,c041,176,C
2010,s13,c201,176,C
2018,s28,c163,175.9,C
2018,s39,c001,175.9,C
2017,s01,c043,175.9,C
2017,s17,c185,175.9,C
2016,s21,c219,175.9,C
2015,s27,c155,175.9,C
2014,s26,c065,175.9,C
2014,s27,c099,175.9,C
2012,s05,c147,175.9,C
2011,s18,c023,175.9,C
2011,s27,c161,175.9,C
2019,s17,c089,175.8,C
2019,s17,c099,175.8,C
2019,s17,c057,175.8,C
2018,s21,c001,175.8,C
2017,s55,c127,175.8,C
2015,s17,c109,175.8,C
2015,s21,c059,175.8,C
2015,s47,c099,175.8,C
2014,s47,c053,175.8,C
2013,s37,c053,175.8,C
2013,s39,c049,175.8,C
2013,s39,c165,175.8,C
2010,s19,c005,175.8,C
2010,s19,c055,175.8,C
2019,s19,c121,175.7,C
2019,s26,c063,175.7,C
2019,s31,c025,175.7,C
2018,s29,c155,175.7,C
2014,s19,c135,175.7,C
2014,s27,c033,175.7,C
2013,s29,c143,175.7,C
2013,s39,c045,175.7,C
2011,s17,c111,175.7,C
2011,s55,c039,175.7,C
2019,s39,c043,175.6,C
2018,s18,c099,175.6,C
2018,s46,c135,175.6,C
2017,s18,c093,175.6,C
2017,s21,c239,175.6,C
2017,s55,c101,175.6,C
2016,s17,c083,175.6,C
2015,s17,c173,175.6,C
2014,s19,c005,175.6,C
2014,s27,c169,175.6,C
2013,s13,c185,175.6,C
2013,s27,c023,175.6,C
2011,s17,c155,175.6,C
2011,s26,c063,175.6,C
2010,s18,c045,175.6,C
2010,s31,c047,175.6,C
2019,s19,c107,175.5,C
2019,s31,c177,175.5,C
2019,s47,c015,175.5,C
2019,s55,c093,175.5,C
2017,s18,c113,175.5,C
2016,s13,c225,175.5,C
2016,s22,c067,175.5,C
2016,s24,c025,175.5,C
2015,s20,c151,175.5,C
2013,s17,c085,175.5,C
2013,s21,c059,175.5,C
2010,s27,c067,175.5,C
2019,s01,c043,175.4,C
2017,s18,c081,175.4,C
2016,s20,c189,175.4,C
2015,s19,c005,175.4,C
2014,s18,c173,175.4,C
2014,s19,c143,175.4,C
2014,s26,c115,175.4,C
2014,s29,c131,175.4,C
2014,s39,c017,175.4,C
2013,s31,c119,175.4,C
2013,s39,c155,175.4,C
2017,s42,c119,175.3,C
2016,s18,c047,175.3,C
2014,s31,c129,175.3,C
2013,s27,c109,175.3,C
2011,s26,c005,175.3,C
2018,s05,c035,175.2,C
2017,s19,c001,175.2,C
2015,s05,c055,175.2,C
2015,s27,c073,175.2,C
2013,s19,c133,175.2,C
2013,s27,c063,175.2,C
2011,s17,c089,175.2,C
2011,s19,c029,175.2,C
2011,s31,c061,175.2,C
2018,s47,c099,175.1,C
2018,s47,c125,175.1,C
2017,s39,c173,175.1,C
2016,s55,c053,175.1,C
2015,s28,c027,175.1,C
2014,s19,c131,175.1,C
2014,s36,c055,175.1,C
2013,s17,c065,175.1,C
2013,s19,c017,175.1,C
2013,s51,c113,175.1,C
2012,s22,c035,175.1,C
2010,s17,c139,175.1,C
2010,s18,c157,175.1,C
2019,s47,c005,175,C
2019,s47,c033,175,C
2018,s21,c027,175,C
2018,s21,c177,175,C
2018,s42,c013,175,C
2017,s18,c183,175,C
2017,s19,c173,175,C
2017,s21,c077,175,C
2017,s39,c141,175,C
2017,s39,c017,175,C
2017,s47,c003,175,C
2016,s29,c205,175,C
2016,s39,c045,175,C
2015,s39,c025,175,C
2015,s47,c115,175,C
2015,s47,c185,175,C
2014,s51,c001,175,C
2013,s21,c215,175,C
2013,s21,c219,175,C
2013,s24,c029,175,C
2010,s05,c085,175,C
2019,s17,c173,174.9,C
2019,s31,c083,174.9,C
2015,s21,c167,174.9,C
2014,s19,c055,174.9,C
2014,s21,c215,174.9,C
2014,s55,c059,174.9,C
2013,s28,c015,174.9,C
2013,s37,c041,174.9,C
2012,s27,c121,174.9,C
2012,s31,c003,174.9,C
2019,s22,c035,174.8,C
2019,s26,c091,174.8,C
2019,s31,c121,174.8,C
2018,s39,c079,174.8,C
2017,s36,c107,174.8,C
2017,s55,c109,174.8,C
2016,s31,c053,174.8,C
2016,s55,c123,174.8,C
2014,s19,c151,174.8,C
2012,s27,c019,174.8,C
2011,s31,c017,174.8,C
2019,s24,c021,174.7,C
2018,s55,c087,174.7,C
2017,s27,c081,174.7,C
2016,s39,c047,174.7,C
2016,s55,c089,174.7,C
2015,s21,c163,174.7,C
2015,s21,c219,174.7,C
2014,s26,c091,174.7,C
2013,s18,c103,174.7,C
2013,s31,c023,174.7,C
2012,s31,c059,174.7,C
2010,s18,c057,174.7,C
2019,s19,c115,174.6,C
2018,s21,c229,174.6,C
2018,s27,c047,174.6,C
2017,s28,c033,174.6,C
2016,s19,c117,174.6,C
2016,s28,c051,174.6,C
2014,s24,c027,174.6,C
2014,s46,c125,174.6,C
2014,s47,c047,174.6,C
2011,s19,c147,174.6,C
2011,s27,c105,174.6,C
2011,s31,c003,174.6,C
2010,s19,c017,174.6,C
2010,s39,c027,174.6,C
2019,s39,c141,174.5,C
2018,s18,c057,174.5,C
2016,s19,c185,174.5,C
2016,s21,c009,174.5,C
2014,s21,c199,174.5,C
2014,s42,c011,174.5,C
2013,s51,c131,174.5,C
2019,s20,c013,174.4,C
2019,s40,c093,174.4,C
2019,s47,c185,174.4,C
2017,s28,c143,174.4,C
2017,s39,c015,174.4,C
2016,s21,c021,174.4,C
2015,s18,c027,174.4,C
2015,s31,c115,174.4,C
2015,s39,c129,174.4,C
2013,s17,c075,174.4,C
2013,s39,c101,174.4,C
2013,s39,c095,174.4,C
2013,s47,c043,174.4,C
2011,s17,c073,174.4,C
2010,s19,c031,174.4,C
2018,s20,c069,174.3,C
2017,s18,c169,174.3,C
2017,s42,c041,174.3,C
2016,s39,c155,174.3,C
2015,s26,c087,174.3,C
2015,s39,c061,174.3,C
2014,s17,c091,174.3,C
2013,s18,c035,174.3,C
2012,s28,c015,174.3,C
2010,s27,c121,174.3,C
2010,s39,c021,174.3,C
2019,s27,c147,174.2,C
2019,s28,c021,174.2,C
2019,s29,c201,174.2,C
2018,s26,c017,174.2,C
2018,s36,c051,174.2,C
2017,s17,c065,174.2,C
2017,s42,c055,174.2,C
2016,s31,c035,174.2,C
2014,s18,c073,174.2,C
2014,s29,c023,174.2,C
2013,s39,c175,174.2,C
2012,s05,c035,174.2,C
2012,s22,c107,174.2,C
2012,s27,c165,174.2,C
2011,s19,c163,174.2,C
2017,s45,c079,174.1,C
2017,s47,c047,174.1,C
2016,s13,c161,174.1,C
2016,s29,c173,174.1,C
2013,s18,c111,174.1,C
2013,s27,c157,174.1,C
2011,s27,c043,174.1,C
2011,s27,c037,174.1,C
2010,s27,c013,174.1,C
2010,s31,c173,174.1,C
2019,s17,c079,174,C
2019,s18,c183,174,C
2019,s27,c173,174,C
2019,s55,c137,174,C
2018,s19,c049,174,C
2018,s21,c055,174,C
2018,s21,c221,174,C
2018,s39,c103,174,C
2017,s39,c031,174,C
2016,s55,c009,174,C
2015,s18,c161,174,C
2015,s39,c033,174,C
2014,s18,c035,174,C
2014,s18,c147,174,C
2014,s19,c191,174,C
2014,s21,c163,174,C
2014,s37,c139,174,C
2013,s27,c103,174,C
2010,s19,c147,174,C
2019,s17,c049,173.9,C
2018,s39,c053,173.9,C
2018,s47,c113,173.9,C
2017,s13,c019,173.9,C
2016,s18,c009,173.9,C
2015,s21,c093,173.9,C
2015,s46,c009,173.9,C
2014,s13,c261,173.9,C
2014,s19,c081,173.9,C
2013,s29,c155,173.9,C
2013,s39,c129,173.9,C
2013,s39,c043,173.9,C
2019,s31,c175,173.8,C
2019,s39,c071,173.8,C
2017,s18,c039,173.8,C
2017,s24,c029,173.8,C
2017,s38,c081,173.8,C
2017,s46,c039,173.8,C
2017,s46,c109,173.8,C
2017,s47,c107,173.8,C
2016,s29,c053,173.8,C
2016,s51,c047,173.8,C
2014,s05,c037,173.8,C
2014,s39,c149,173.8,C
2013,s21,c101,173.8,C
2010,s27,c173,173.8,C
2010,s36,c123,173.8,C
2010,s55,c105,173.8,C
2019,s18,c085,173.7,C
2018,s27,c033,173.7,C
2018,s28,c103,173.7,C
2018,s55,c033,173.7,C
2017,s24,c035,173.7,C
2017,s28,c021,173.7,C
2016,s05,c085,173.7,C
2016,s26,c157,173.7,C
2016,s31,c029,173.7,C
2016,s37,c089,173.7,C
2015,s27,c011,173.7,C
2015,s51,c001,173.7,C
2014,s19,c029,173.7,C
2013,s18,c059,173.7,C
2019,s28,c143,173.6,C
2018,s17,c133,173.6,C
2017,s31,c127,173.6,C
2016,s05,c121,173.6,C
2014,s39,c141,173.6,C
2013,s18,c057,173.6,C
2013,s21,c049,173.6,C
2013,s27,c169,173.6,C
2012,s24,c027,173.6,C
2012,s27,c129,173.6,C
2011,s19,c165,173.6,C
2011,s27,c091,173.6,C
2010,s17,c103,173.6,C
2019,s36,c051,173.5,C
2019,s47,c183,173.5,C
2019,s51,c165,173.5,C
2018,s29,c069,173.5,C
2017,s39,c161,173.5,C
2016,s39,c061,173.5,C
2014,s18,c085,173.5,C
2013,s17,c199,173.5,C
2013,s39,c037,173.5,C
2019,s39,c045,173.4,C
2019,s55,c063,173.4,C
2017,s21,c167,173.4,C
2017,s55,c055,173.4,C
2016,s27,c095,173.4,C
2015,s18,c159,173.4,C
2013,s27,c129,173.4,C
2011,s17,c107,173.4,C
2019,s29,c183,173.3,C
2018,s26,c145,173.3,C
2018,s29,c107,173.3,C
2018,s55,c091,173.3,C
2016,s18,c127,173.3,C
2016,s26,c005,173.3,C
2014,s18,c019,173.3,C
2013,s22,c097,173.3,C
2013,s39,c107,173.3,C
2011,s19,c005,173.3,C
2011,s19,c193,173.3,C
2011,s31,c053,173.3,C
2010,s19,c025,173.3,C
2019,s19,c139,173.2,C
2018,s05,c095,173.2,C
2018,s18,c071,173.2,C
2017,s24,c013,173.2,C
2017,s29,c101,173.2,C
2017,s31,c163,173.2,C
2017,s39,c001,173.2,C
2016,s18,c041,173.2,C
2015,s01,c089,173.2,C
2015,s20,c013,173.2,C
2014,s39,c049,173.2,C
2013,s17,c201,173.2,C
2013,s19,c097,173.2,C
2013,s47,c079,173.2,C
2010,s31,c149,173.2,C
2019,s05,c117,173.1,C
2019,s55,c027,173.1,C
2018,s27,c013,173.1,C
2017,s19,c121,173.1,C
2017,s20,c175,173.1,C
2017,s55,c015,173.1,C
2016,s47,c147,173.1,C
2015,s18,c061,173.1,C
2015,s24,c019,173.1,C
2015,s27,c025,173.1,C
2014,s17,c025,173.1,C
2014,s19,c079,173.1,C
2013,s18,c121,173.1,C
2013,s22,c067,173.1,C
2013,s39,c015,173.1,C
2012,s27,c047,173.1,C
2010,s31,c175,173.1,C
2019,s21,c033,173,C
2019,s21,c059,173,C
2019,s22,c067,173,C
2019,s29,c143,173,C
2017,s18,c041,173,C
2015,s05,c035,173,C
2014,s17,c163,173,C
2014,s29,c071,173,C
2013,s21,c033,173,C
2013,s28,c055,173,C
2013,s28,c107,173,C
2012,s20,c097,173,C
2012,s31,c029,173,C
2011,s19,c195,173,C
2010,s19,c033,173,C
2010,s20,c055,173,C
2010,s31,c167,173,C
2019,s27,c051,172.9,C
2018,s26,c157,172.9,C
2017,s21,c199,172.9,C
2017,s39,c011,172.9,C
2017,s47,c071,172.9,C
2016,s05,c021,172.9,C
2015,s47,c147,172.9,C
2014,s19,c119,172.9,C
2013,s18,c081,172.9,C
2011,s31,c183,172.9,C
2011,s55,c137,172.9,C
2010,s27,c073,172.9,C
2019,s05,c123,172.8,C
2018,s55,c101,172.8,C
2018,s55,c111,172.8,C
2015,s17,c107,172.8,C
2015,s42,c133,172.8,C
2013,s51,c036,172.8,C
2011,s19,c075,172.8,C
2010,s17,c041,172.8,C
2019,s01,c077,172.7,C
2018,s18,c119,172.7,C
2018,s26,c087,172.7,C
2018,s31,c067,172.7,C
2017,s18,c159,172.7,C
2017,s18,c065,172.7,C
2017,s21,c087,172.7,C
2017,s39,c007,172.7,C
2016,s39,c071,172.7,C
2015,s13,c019,172.7,C
2014,s19,c189,172.7,C
2014,s55,c101,172.7,C
2013,s17,c077,172.7,C
2013,s21,c227,172.7,C
2013,s39,c149,172.7,C
2013,s47,c165,172.7,C
2011,s17,c179,172.7,C
2010,s27,c051,172.7,C
2010,s39,c109,172.7,C
2010,s55,c021,172.7,C
2019,s18,c049,172.6,C
2019,s39,c103,172.6,C
2019,s55,c097,172.6,C
2017,s18,c175,172.6,C
2016,s31,c107,172.6,C
2016,s39,c113,172.6,C
2015,s27,c111,172.6,C
2010,s19,c151,172.6,C
2010,s55,c039,172.6,C
2019,s19,c111,172.5,C
2019,s27,c091,172.5,C
2019,s47,c167,172.5,C
2018,s18,c039,172.5,C
2018,s19,c053,172.5,C
2018,s21,c223,172.5,C
2018,s29,c207,172.5,C
2017,s17,c033,172.5,C
2016,s21,c053,172.5,C
2015,s28,c149,172.5,C
2015,s39,c037,172.5,C
2014,s05,c147,172.5,C
2014,s18,c123,172.5,C
2014,s24,c041,172.5,C
2013,s18,c009,172.5,C
2013,s21,c031,172.5,C
2010,s17,c201,172.5,C
2010,s18,c107,172.5,C
2019,s18,c159,172.4,C
2018,s17,c193,172.4,C
2018,s26,c099,172.4,C
2016,s18,c059,172.4,C
2016,s39,c165,172.4,C
2015,s28,c107,172.4,C
2015,s46,c087,172.4,C
2013,s05,c123,172.4,C
2013,s17,c049,172.4,C
2013,s26,c063,172.4,C
2010,s27,c117,172.4,C
2019,s27,c165,172.3,C
2018,s47,c131,172.3,C
2017,s10,c003,172.3,C
2016,s22,c035,172.3,C
2015,s21,c225,172.3,C
2014,s26,c063,172.3,C
2013,s13,c225,172.3,C
2013,s31,c093,172.3,C
2012,s05,c111,172.3,C
2019,s27,c083,172.2,C
2018,s36,c099,172.2,C
2016,s24,c029,172.2,C
2016,s39,c101,172.2,C
2015,s26,c023,172.2,C
2015,s39,c131,172.2,C
2014,s26,c161,172.2,C
2013,s18,c041,172.2,C
2013,s26,c151,172.2,C
2013,s39,c065,172.2,C
2017,s05,c107,172.1,C
2017,s26,c157,172.1,C
2015,s17,c165,172.1,C
2014,s19,c021,172.1,C
2014,s21,c105,172.1,C
2014,s22,c009,172.1,C
2013,s17,c091,172.1,C
2013,s37,c143,172.1,C
2011,s19,c049,172.1,C
2011,s39,c173,172.1,C
2010,s55,c059,172.1,C
2019,s21,c003,172,C
2019,s21,c061,172,C
2019,s21,c217,172,C
2019,s21,c101,172,C
2019,s37,c177,172,C
2019,s47,c133,172,C
2018,s29,c186,172,C
2017,s17,c083,172,C
2017,s29,c165,172,C
2017,s39,c131,172,C
2016,s17,c119,172,C
2016,s39,c007,172,C
2016,s55,c063,172,C
2015,s21,c021,172,C
2015,s31,c163,172,C
2014,s26,c027,172,C
2014,s39,c167,172,C
2013,s01,c079,172,C
2013,s28,c033,172,C
2010,s55,c109,172,C
2019,s17,c193,171.9,C
2017,s18,c177,171.9,C
2016,s18,c027,171.9,C
2015,s21,c211,171.9,C
2015,s26,c065,171.9,C
2015,s27,c145,171.9,C
2014,s19,c185,171.9,C
2014,s21,c039,171.9,C
2014,s29,c175,171.9,C
2014,s29,c003,171.9,C
2014,s39,c171,171.9,C
2014,s46,c077,171.9,C
2013,s27,c045,171.9,C
2013,s39,c125,171.9,C
2013,s47,c055,171.9,C
2013,s47,c147,171.9,C
2012,s40,c139,171.9,C
2011,s17,c085,171.9,C
2011,s19,c103,171.9,C
2011,s27,c055,171.9,C
2010,s05,c001,171.9,C
2010,s13,c321,171.9,C
2010,s31,c041,171.9,C
2010,s31,c093,171.9,C
2019,s01,c079,171.8,C
2019,s18,c167,171.8,C
2018,s24,c027,171.8,C
2017,s18,c149,171.8,C
2017,s21,c161,171.8,C
2016,s29,c007,171.8,C
2015,s27,c097,171.8,C
2014,s13,c287,171.8,C
2013,s19,c037,171.8,C
2012,s26,c057,171.8,C
2012,s27,c143,171.8,C
2017,s24,c005,171.7,C
2015,s21,c017,171.7,C
2015,s21,c055,171.7,C
2015,s26,c037,171.7,C
2014,s39,c101,171.7,C
2014,s39,c015,171.7,C
2013,s13,c277,171.7,C
2013,s13,c201,171.7,C
2013,s27,c173,171.7,C
2013,s31,c155,171.7,C
2010,s31,c163,171.7,C
2018,s19,c185,171.6,C
2018,s19,c003,171.6,C
2017,s21,c229,171.6,C
2015,s21,c161,171.6,C
2014,s19,c125,171.6,C
2014,s26,c145,171.6,C
2013,s17,c035,171.6,C
2013,s27,c161,171.6,C
2013,s39,c141,171.6,C
2013,s39,c173,171.6,C
2013,s46,c101,171.6,C
2011,s19,c095,171.6,C
2010,s19,c165,171.6,C
2010,s31,c111,171.6,C
2019,s47,c043,171.5,C
2018,s31,c129,171.5,C
2018,s31,c101,171.5,C
2017,s22,c107,171.5,C
2016,s22,c083,171.5,C
2016,s31,c151,171.5,C
2014,s18,c071,171.5,C
2014,s31,c021,171.5,C
2014,s47,c055,171.5,C
2013,s20,c013,171.5,C
2013,s42,c071,171.5,C
2010,s17,c203,171.5,C
2018,s20,c095,171.4,C
2017,s17,c047,171.4,C
2017,s18,c079,171.4,C
2017,s29,c163,171.4,C
2017,s29,c047,171.4,C
2017,s39,c139,171.4,C
2016,s21,c199,171.4,C
2016,s27,c125,171.4,C
2015,s17,c127,171.4,C
2015,s21,c199,171.4,C
2015,s27,c095,171.4,C
2014,s19,c121,171.4,C
2014,s26,c093,171.4,C
2013,s10,c001,171.4,C
2013,s13,c119,171.4,C
2013,s17,c057,171.4,C
2013,s39,c091,171.4,C
2011,s19,c105,171.4,C
2010,s17,c111,171.4,C
2010,s26,c063,171.4,C
2018,s40,c093,171.3,C
2017,s18,c085,171.3,C
2017,s27,c041,171.3,C
2017,s31,c041,171.3,C
2017,s39,c063,171.3,C
2017,s39,c167,171.3,C
2017,s46,c083,171.3,C
2016,s38,c003,171.3,C
2015,s17,c193,171.3,C
2015,s46,c029,171.3,C
2014,s26,c151,171.3,C
2013,s17,c103,171.3,C
2013,s17,c165,171.3,C
2013,s18,c135,171.3,C
2013,s20,c043,171.3,C
2012,s27,c055,171.3,C
2012,s31,c111,171.3,C
2010,s39,c097,171.3,C
2017,s20,c081,171.2,C
2016,s18,c005,171.2,C
2015,s22,c077,171.2,C
2015,s28,c133,171.2,C
2014,s20,c095,171.2,C
2013,s31,c125,171.2,C
2010,s19,c045,171.2,C
2010,s55,c027,171.2,C
2017,s17,c165,171.1,C
2017,s18,c103,171.1,C
2017,s21,c001,171.1,C
2017,s21,c233,171.1,C
2017,s46,c087,171.1,C
2014,s21,c223,171.1,C
2012,s13,c175,171.1,C
2012,s27,c045,171.1,C
2012,s31,c113,171.1,C
2012,s31,c061,171.1,C
2012,s37,c039,171.1,C
2011,s19,c099,171.1,C
2011,s27,c013,171.1,C
2010,s05,c043,171.1,C
2019,s19,c177,171,C
2019,s21,c143,171,C
2019,s21,c221,171,C
2017,s27,c053,171,C
2017,s39,c113,171,C
2013,s18,c099,171,C
2013,s19,c129,171,C
2013,s21,c093,171,C
2013,s28,c103,171,C
2013,s28,c163,171,C
2012,s27,c037,171,C
2011,s29,c143,171,C
2010,s39,c095,171,C
2010,s55,c127,171,C
2019,s17,c013,170.9,C
2019,s24,c015,170.9,C
2018,s48,c357,170.9,C
2017,s18,c155,170.9,C
2015,s18,c085,170.9,C
2014,s19,c065,170.9,C
2014,s19,c007,170.9,C
2014,s39,c175,170.9,C
2014,s46,c079,170.9,C
2012,s05,c093,170.9,C
2011,s17,c103,170.9,C
2011,s19,c155,170.9,C
2010,s31,c103,170.9,C
2010,s31,c011,170.9,C
2017,s18,c115,170.8,C
2017,s36,c099,170.8,C
2017,s38,c017,170.8,C
2015,s01,c083,170.8,C
2015,s26,c057,170.8,C
2015,s47,c079,170.8,C
2015,s55,c045,170.8,C
2013,s26,c045,170.8,C
2013,s27,c015,170.8,C
2013,s39,c011,170.8,C
2011,s31,c141,170.8,C
2011,s31,c083,170.8,C
2019,s19,c125,170.7,C
2018,s18,c113,170.7,C
2017,s17,c005,170.7,C
2016,s26,c063,170.7,C
2016,s26,c087,170.7,C
2016,s29,c087,170.7,C
2016,s46,c029,170.7,C
2014,s18,c125,170.7,C
2013,s17,c127,170.7,C
2013,s21,c209,170.7,C
2013,s22,c025,170.7,C
2013,s39,c131,170.7,C
2012,s13,c299,170.7,C
2012,s27,c091,170.7,C
2011,s31,c019,170.7,C
2018,s55,c129,170.6,C
2017,s36,c011,170.6,C
2016,s39,c015,170.6,C
2016,s55,c061,170.6,C
2015,s21,c217,170.6,C
2015,s26,c081,170.6,C
2015,s55,c109,170.6,C
2014,s39,c097,170.6,C
2014,s47,c149,170.6,C
2012,s19,c147,170.6,C
2011,s39,c057,170.6,C
2011,s55,c027,170.6,C
2019,s18,c135,170.5,C
2019,s47,c111,170.5,C
2018,s01,c051,170.5,C
2017,s26,c099,170.5,C
2015,s17,c057,170.5,C
2015,s54,c037,170.5,C
2014,s47,c079,170.5,C
2013,s17,c117,170.5,C
2013,s27,c033,170.5,C
2013,s39,c171,170.5,C
2012,s27,c013,170.5,C
2019,s39,c007,170.4,C
2019,s39,c025,170.4,C
2018,s29,c015,170.4,C
2018,s31,c085,170.4,C
2017,s29,c019,170.4,C
2015,s39,c073,170.4,C
2014,s21,c031,170.4,C
2014,s46,c011,170.4,C
2013,s39,c143,170.4,C
2010,s19,c013,170.4,C
2010,s19,c061,170.4,C
2010,s39,c123,170.4,C
2010,s55,c093,170.4,C
2018,s22,c073,170.3,C
2018,s29,c101,170.3,C
2017,s17,c051,170.3,C
2017,s26,c015,170.3,C
2017,s26,c067,170.3,C
2016,s21,c097,170.3,C
2016,s28,c135,170.3,C
2016,s36,c057,170.3,C
2016,s51,c131,170.3,C
2016,s55,c091,170.3,C
2015,s19,c181,170.3,C
2015,s21,c101,170.3,C
2015,s28,c119,170.3,C
2015,s39,c045,170.3,C
2012,s28,c051,170.3,C
2012,s28,c149,170.3,C
2011,s47,c031,170.3,C
2010,s19,c113,170.3,C
2019,s27,c145,170.2,C
2017,s26,c115,170.2,C
2016,s21,c179,170.2,C
2016,s42,c029,170.2,C
2015,s21,c233,170.2,C
2014,s21,c021,170.2,C
2014,s31,c025,170.2,C
2013,s18,c137,170.2,C
2011,s39,c101,170.2,C
2019,s18,c001,170.1,C
2019,s22,c041,170.1,C
2019,s29,c207,170.1,C
2018,s29,c005,170.1,C
2018,s36,c117,170.1,C
2017,s21,c027,170.1,C
2017,s38,c021,170.1,C
2016,s29,c001,170.1,C
2015,s55,c055,170.1,C
2013,s21,c017,170.1,C
2012,s19,c041,170.1,C
2011,s31,c173,170.1,C
2011,s55,c043,170.1,C
2011,s55,c049,170.1,C
2010,s18,c015,170.1,C
2010,s31,c143,170.1,C
2019,s19,c059,170,C
2019,s21,c011,170,C
2019,s21,c049,170,C
2019,s21,c177,170,C
2019,s37,c171,170,C
2019,s46,c135,170,C
2018,s21,c185,170,C
2018,s36,c015,170,C
2018,s39,c145,170,C
2018,s39,c127,170,C
2018,s47,c011,170,C
2018,s47,c063,170,C
2018,s47,c107,170,C
2018,s55,c063,170,C
2017,s18,c033,170,C
2017,s19,c007,170,C
2017,s36,c015,170,C
2017,s47,c141,170,C
2017,s47,c147,170,C
2016,s13,c321,170,C
2016,s47,c113,170,C
2016,s55,c121,170,C
2015,s47,c107,170,C
2014,s39,c073,170,C
2013,s19,c067,170,C
2013,s21,c107,170,C
2013,s47,c179,170,C
2013,s47,c099,170,C
